date,device,country,location_type,sessions,conversions,revenue,bounce_rate,avg_session_duration,mojo_integration
2023-03-19,Mobile,North America,Expansion Market,1154,25,1653.76599537836,0.31740276203806383,233.65300218560822,False
2023-03-19,Tablet,North America,Expansion Market,221,2,135.4277812912774,0.6762884092658084,222.27975019546037,False
2023-03-19,Desktop,Australia,Expansion Market,526,19,2533.668351898078,0.3617469099216766,240.58682383255754,False
2023-03-19,Mobile,Australia,Expansion Market,995,29,1967.0828565377428,0.46656742270308177,166.8508345248571,False
2023-03-19,Tablet,Australia,Expansion Market,162,2,135.02746765293193,0.32672039438820993,71.10608617979844,False
2023-03-19,Desktop,Croatia,Primary Market,2062,82,10207.897453063848,0.31734016581685237,140.76955019692963,True
2023-03-19,Mobile,Croatia,Primary Market,3108,91,6335.917740655793,0.6893630760967479,292.32895145029966,True
2023-03-19,Tablet,Croatia,Primary Market,627,10,700.3781143812128,0.4895844728641605,172.53902255798064,True
2023-03-20,Desktop,Germany,Primary Market,1081,54,5237.349812633244,0.5934208315669675,62.84091106610894,True
2023-03-20,Mobile,Germany,Primary Market,1913,48,4455.004445558373,0.5918478238138665,76.02281509625296,True
2023-03-20,Tablet,Germany,Primary Market,311,5,244.89972322179008,0.6582231770281233,264.89435063188466,True
2023-03-20,Desktop,Netherlands,Primary Market,1407,73,7071.027753244804,0.48884003968184264,233.54632478127462,True
2023-03-20,Mobile,Netherlands,Primary Market,2104,60,5627.6239032990525,0.36330893076976734,155.21886121192586,True
2023-03-20,Tablet,Netherlands,Primary Market,389,6,354.9904897276904,0.6457631792848646,280.94494543139615,True
2023-03-20,Desktop,England,Primary Market,690,32,4303.4301399603855,0.5339998175419944,197.6036314636256,True
2023-03-20,Mobile,England,Primary Market,1257,34,2851.31650217681,0.39534946002551713,206.8260184045643,True
2023-03-20,Tablet,England,Primary Market,213,3,211.9530140757663,0.4815281563758035,201.7875573563443,True
2023-03-20,Desktop,North America,Expansion Market,734,38,4133.712971764043,0.5124946412429627,159.54014656007465,False
2023-03-20,Mobile,North America,Expansion Market,1019,24,2104.0577701163174,0.3041421538559323,225.26604520668818,False
2023-03-20,Tablet,North America,Expansion Market,180,2,137.7494272139661,0.6988085638271176,127.0925446235953,False
2023-03-20,Desktop,Australia,Expansion Market,1565,79,7913.600063620001,0.40115938073942503,237.9120594109002,False
2023-03-20,Mobile,Australia,Expansion Market,2211,57,4188.974652489384,0.47907241736847916,135.2213815214126,False
2023-03-20,Tablet,Australia,Expansion Market,421,7,500.7412792104534,0.6890796351486739,164.22241955790952,False
2023-03-20,Desktop,Croatia,Primary Market,1686,64,8301.571994521271,0.474009910462597,225.90631201280524,True
2023-03-20,Mobile,Croatia,Primary Market,2916,58,3839.723029552722,0.4271044573039857,61.9010710439052,True
2023-03-20,Tablet,Croatia,Primary Market,472,7,384.0316053832215,0.6490594583588348,280.7519787791665,True
2023-03-21,Desktop,Germany,Primary Market,1823,94,10588.295252201882,0.38489248914614166,173.54162108367683,True
2023-03-21,Mobile,Germany,Primary Market,2698,78,5720.684023126355,0.3126533560876948,64.90843468125509,True
2023-03-21,Tablet,Germany,Primary Market,491,6,311.69396192827344,0.30608311452035913,195.79402541217686,True
2023-03-21,Desktop,Netherlands,Primary Market,374,16,1768.447452097728,0.5390449332224291,95.425017005565,True
2023-03-21,Mobile,Netherlands,Primary Market,629,14,938.6905726255301,0.36877762896414895,114.43638886621221,True
2023-03-21,Tablet,Netherlands,Primary Market,117,1,62.20060421902688,0.5334012978651664,119.62579320686059,True
2023-03-21,Desktop,England,Primary Market,1361,67,9472.125068625917,0.5440134969045687,209.2066351255977,True
2023-03-21,Mobile,England,Primary Market,1971,50,3626.9210422425836,0.6504794862091114,212.66201944552517,True
2023-03-21,Tablet,England,Primary Market,398,4,249.93151972817083,0.33169421095899265,117.23008779356671,True
2023-03-21,Desktop,North America,Expansion Market,1294,65,8772.494300115373,0.6410218953161132,287.3260471942715,False
2023-03-21,Mobile,North America,Expansion Market,1999,47,4259.459401404582,0.5208445454623398,102.53682308590227,False
2023-03-21,Tablet,North America,Expansion Market,369,4,197.70324178255763,0.6353040604711405,232.34201934463937,False
2023-03-21,Desktop,Australia,Expansion Market,1386,73,9596.37149956794,0.4306928405269673,62.722222771408525,False
2023-03-21,Mobile,Australia,Expansion Market,2554,55,4641.587580499325,0.34737444972511206,174.22690569120314,False
2023-03-21,Tablet,Australia,Expansion Market,455,6,332.4250506227865,0.5773303080535768,251.90423486804335,False
2023-03-21,Desktop,Croatia,Primary Market,478,20,2878.7930596063643,0.39560854080189894,230.595589133713,True
2023-03-21,Mobile,Croatia,Primary Market,875,18,1689.2863926554198,0.6159446364667908,211.0294721393817,True
2023-03-21,Tablet,Croatia,Primary Market,152,2,109.43075315904258,0.6900684420730456,134.28714149205706,True
2023-03-22,Desktop,Germany,Primary Market,1410,65,8466.853923919038,0.48714010554419873,216.7736492008485,True
2023-03-22,Mobile,Germany,Primary Market,2139,58,4394.97449994043,0.5679888178750327,70.0511795645706,True
2023-03-22,Tablet,Germany,Primary Market,392,6,369.60332986822044,0.31801196514427277,146.59616184902416,True
2023-03-22,Desktop,Netherlands,Primary Market,326,14,1439.4546180004627,0.6986525490092209,192.07580838100472,True
2023-03-22,Mobile,Netherlands,Primary Market,568,15,1313.3543637420667,0.3575741821788005,234.15097891479502,True
2023-03-22,Tablet,Netherlands,Primary Market,104,1,52.801869388950976,0.6293921418064166,143.00647814841625,True
2023-03-22,Desktop,England,Primary Market,1312,54,5344.821579923091,0.46279707961263117,221.09681211879797,True
2023-03-22,Mobile,England,Primary Market,2008,55,4817.7234020156075,0.536125350617409,177.19485478155667,True
2023-03-22,Tablet,England,Primary Market,341,4,219.3653924125053,0.6542112530629298,276.82351601512653,True
2023-03-22,Desktop,North America,Expansion Market,379,15,1640.6940749232942,0.40275939404888345,250.05420216348222,False
2023-03-22,Mobile,North America,Expansion Market,625,13,1187.7741778972033,0.60841202700403,62.86431521231655,False
2023-03-22,Tablet,North America,Expansion Market,114,1,67.23011683312424,0.41119130428517536,75.3709161290694,False
2023-03-22,Desktop,Australia,Expansion Market,619,23,2297.131131156202,0.48008330435258095,211.64635061891443,False
2023-03-22,Mobile,Australia,Expansion Market,1002,27,2273.399336793084,0.48861810227065783,150.888750119216,False
2023-03-22,Tablet,Australia,Expansion Market,160,2,126.15563318861818,0.39815805416430705,198.06294310053676,False
2023-03-22,Desktop,Croatia,Primary Market,2169,82,9125.99826021373,0.4582491728667371,97.11835555163286,True
2023-03-22,Mobile,Croatia,Primary Market,2942,77,5784.509788754292,0.6355909351191021,144.68500514895334,True
2023-03-22,Tablet,Croatia,Primary Market,606,7,440.38622834964315,0.6275183969668388,194.0326985419101,True
2023-03-23,Desktop,Germany,Primary Market,386,20,1995.3134964393075,0.5206758806944979,225.4670273397648,True
2023-03-23,Mobile,Germany,Primary Market,622,12,931.9954231300048,0.4263892591364631,226.52928976102757,True
2023-03-23,Tablet,Germany,Primary Market,114,1,57.23305131717767,0.40363048502539267,60.240192065736835,True
2023-03-23,Desktop,Netherlands,Primary Market,2140,96,11329.595343752522,0.600510761852997,149.5665262431574,True
2023-03-23,Mobile,Netherlands,Primary Market,3538,75,5917.574677437307,0.5810482998709692,232.5675259007079,True
2023-03-23,Tablet,Netherlands,Primary Market,540,8,553.7430040675554,0.5152280987094336,96.11842324694352,True
2023-03-23,Desktop,England,Primary Market,1228,53,7517.140974854237,0.3635070040151027,279.83121145829654,True
2023-03-23,Mobile,England,Primary Market,1920,42,3995.7805748122514,0.5778873509385869,162.87396979633576,True
2023-03-23,Tablet,England,Primary Market,325,4,256.55286541088225,0.392805229569657,134.7983921922314,True
2023-03-23,Desktop,North America,Expansion Market,2247,111,11160.165765982887,0.5110039606037398,204.9028550232765,False
2023-03-23,Mobile,North America,Expansion Market,3356,96,7869.38548161403,0.4985215277312339,249.96966788286127,False
2023-03-23,Tablet,North America,Expansion Market,570,8,504.31824361103475,0.3914530670654929,122.2006780999871,False
2023-03-23,Desktop,Australia,Expansion Market,1324,53,6203.526251674497,0.32319731872732577,134.13659093601132,False
2023-03-23,Mobile,Australia,Expansion Market,2092,53,4304.735816539403,0.4081610446226909,177.2123645148239,False
2023-03-23,Tablet,Australia,Expansion Market,378,5,284.1344132458609,0.3579179050329513,176.968979057787,False
2023-03-23,Desktop,Croatia,Primary Market,1161,44,4725.977786541482,0.5343720468208211,60.617076819580824,True
2023-03-23,Mobile,Croatia,Primary Market,2066,59,3969.271305556653,0.37486420859988145,249.53855285762364,True
2023-03-23,Tablet,Croatia,Primary Market,389,6,300.6377923324113,0.4070174755332524,284.5647611302918,True
2023-03-24,Desktop,Germany,Primary Market,444,20,2721.44806495859,0.6404068535091155,214.37103126342174,True
2023-03-24,Mobile,Germany,Primary Market,707,16,1156.9975875692041,0.5777698174782286,94.99441333587461,True
2023-03-24,Tablet,Germany,Primary Market,114,1,55.43403055626671,0.33270062928203414,84.19380070029968,True
2023-03-24,Desktop,Netherlands,Primary Market,501,19,2150.082248938658,0.40670017572142964,114.05777323475297,True
2023-03-24,Mobile,Netherlands,Primary Market,749,16,1271.2595569161274,0.5228969658162008,89.28388312429917,True
2023-03-24,Tablet,Netherlands,Primary Market,143,1,67.17893119586417,0.6939749133479072,204.86310489318703,True
2023-03-24,Desktop,England,Primary Market,1232,53,5268.099806562544,0.6725052329236143,291.39875138064826,True
2023-03-24,Mobile,England,Primary Market,1972,45,3857.0623950289255,0.5314377310309526,213.1006275736138,True
2023-03-24,Tablet,England,Primary Market,406,5,256.55424687265315,0.3414718321653695,105.09564009453698,True
2023-03-24,Desktop,North America,Expansion Market,802,38,3806.7663651455928,0.36942741065526563,188.10418049777465,False
2023-03-24,Mobile,North America,Expansion Market,1325,32,2336.7389605864437,0.5982180710137732,170.23611252510307,False
2023-03-24,Tablet,North America,Expansion Market,271,4,219.47392143170316,0.49326937378329905,135.51749331280953,False
2023-03-24,Desktop,Australia,Expansion Market,1239,59,7917.219252731144,0.38662012661596895,85.60538202948209,False
2023-03-24,Mobile,Australia,Expansion Market,2173,56,4651.924787577476,0.4793059022455214,184.0951898993626,False
2023-03-24,Tablet,Australia,Expansion Market,349,4,276.5411464264159,0.5142235218016635,296.79329701724123,False
2023-03-24,Desktop,Croatia,Primary Market,665,26,3002.787042719524,0.5557075285964082,178.5561418230716,True
2023-03-24,Mobile,Croatia,Primary Market,997,25,2311.2103357610217,0.5328767736650164,150.75157132468243,True
2023-03-24,Tablet,Croatia,Primary Market,182,2,125.1255171665481,0.3420007347867738,73.40157854141557,True
2023-03-25,Desktop,Germany,Primary Market,1206,64,8672.27400512626,0.3779848860022031,212.48784647934414,True
2023-03-25,Mobile,Germany,Primary Market,1581,42,3210.864157526931,0.442378191349356,173.5136650310707,True
2023-03-25,Tablet,Germany,Primary Market,307,4,248.1340850002603,0.43715300751376773,204.6279968316737,True
2023-03-25,Desktop,Netherlands,Primary Market,1769,68,8430.524598881533,0.6316121419216252,143.9008120479735,True
2023-03-25,Mobile,Netherlands,Primary Market,2906,58,4752.752300598485,0.6426464849284999,165.94738326309283,True
2023-03-25,Tablet,Netherlands,Primary Market,471,7,502.6281620357519,0.3690754595450473,188.93234015501366,True
2023-03-25,Desktop,England,Primary Market,710,31,3481.247467856582,0.647858653178789,246.22364571577785,True
2023-03-25,Mobile,England,Primary Market,1209,27,2275.705473839728,0.37864261866016075,270.65313797059866,True
2023-03-25,Tablet,England,Primary Market,201,3,158.81591117248865,0.4496274899808047,93.5373474585821,True
2023-03-25,Desktop,North America,Expansion Market,655,24,2431.145648310306,0.6944241587945399,237.26826449019646,False
2023-03-25,Mobile,North America,Expansion Market,1033,28,2677.6192268182867,0.4911259450660893,288.0572740043028,False
2023-03-25,Tablet,North America,Expansion Market,174,2,128.05119514774503,0.5247848177413309,112.12776228068674,False
2023-03-25,Desktop,Australia,Expansion Market,1127,59,7676.731125836011,0.3770356843024597,183.72328148143995,False
2023-03-25,Mobile,Australia,Expansion Market,1688,38,2972.7796526419875,0.6762615164492288,279.0682773962033,False
2023-03-25,Tablet,Australia,Expansion Market,350,6,310.9657239030069,0.30252429985774565,106.81179804055394,False
2023-03-25,Desktop,Croatia,Primary Market,1032,48,5878.435457510291,0.5403918685872697,207.6199969503438,True
2023-03-25,Mobile,Croatia,Primary Market,1502,31,2528.667316815163,0.5455347624456938,278.6727908285244,True
2023-03-25,Tablet,Croatia,Primary Market,270,4,231.73832112926004,0.38842475710332025,182.03793132324185,True
2023-03-26,Desktop,Germany,Primary Market,469,17,2373.0629939913765,0.4368997947350053,228.1404131293458,True
2023-03-26,Mobile,Germany,Primary Market,723,17,1316.8843756815081,0.4115358488893263,214.93582642651762,True
2023-03-26,Tablet,Germany,Primary Market,131,1,50.37108603162005,0.6558940069380622,274.2887376604993,True
2023-03-26,Desktop,Netherlands,Primary Market,938,43,5508.164451427398,0.31727254625878354,195.4075071420574,True
2023-03-26,Mobile,Netherlands,Primary Market,1529,31,2096.718898348115,0.646109426562117,157.79156928259704,True
2023-03-26,Tablet,Netherlands,Primary Market,262,4,200.9666947386125,0.4803938024151442,84.37889594943674,True
2023-03-26,Desktop,England,Primary Market,1580,67,8058.353794661761,0.4620177636886531,74.21351159943376,True
2023-03-26,Mobile,England,Primary Market,2574,73,6810.407017988101,0.5275636326315261,90.08670385677911,True
2023-03-26,Tablet,England,Primary Market,424,5,301.05969711849826,0.3388067180990665,252.28517997622876,True
2023-03-26,Desktop,North America,Expansion Market,979,51,5042.125685851821,0.40965979840138206,95.12058003656702,False
2023-03-26,Mobile,North America,Expansion Market,1423,33,2407.5975659592646,0.3967309053706656,241.9174594061541,False
2023-03-26,Tablet,North America,Expansion Market,233,3,151.9090886665287,0.6355543700898241,68.73561341702053,False
2023-03-26,Desktop,Australia,Expansion Market,472,25,3302.8012246262197,0.4584975158953742,288.82677722796916,False
2023-03-26,Mobile,Australia,Expansion Market,754,17,1347.5557195294225,0.6620455886281282,178.33816767382646,False
2023-03-26,Tablet,Australia,Expansion Market,136,2,140.98548777661216,0.46650281559766615,166.2827672952678,False
2023-03-26,Desktop,Croatia,Primary Market,387,15,1638.0717247746686,0.347698111780367,232.99451821144544,True
2023-03-26,Mobile,Croatia,Primary Market,665,19,1517.934614220615,0.5114594019701856,78.14034420151705,True
2023-03-26,Tablet,Croatia,Primary Market,118,1,71.20787813991976,0.6243498017257109,296.4922837424497,True
2023-03-27,Desktop,Germany,Primary Market,2042,94,9155.407536252413,0.6450700061082213,153.358547430899,True
2023-03-27,Mobile,Germany,Primary Market,3105,71,6571.664410770246,0.5431230248803127,195.00575755936305,True
2023-03-27,Tablet,Germany,Primary Market,614,9,627.651979970197,0.5907211094489127,252.54368058417307,True
2023-03-27,Desktop,Netherlands,Primary Market,2035,94,11796.320183641612,0.43424555228708445,280.7110784909016,True
2023-03-27,Mobile,Netherlands,Primary Market,3111,69,6413.385464267955,0.3467025506929223,153.74396004540915,True
2023-03-27,Tablet,Netherlands,Primary Market,640,11,785.4374065317254,0.44931886051453807,171.3411140662152,True
2023-03-27,Desktop,England,Primary Market,1337,70,7551.783791595499,0.4276023044458495,228.84055009837428,True
2023-03-27,Mobile,England,Primary Market,2200,62,4606.0297603978925,0.5855114438707347,156.60283029507124,True
2023-03-27,Tablet,England,Primary Market,365,4,279.5852784541382,0.31708431775596946,202.88658316439162,True
2023-03-27,Desktop,North America,Expansion Market,1208,48,6437.262780786479,0.6312266679649549,261.67106567265876,False
2023-03-27,Mobile,North America,Expansion Market,2069,48,4588.287437703339,0.4118849468774399,206.5531323443719,False
2023-03-27,Tablet,North America,Expansion Market,333,4,226.57539209891462,0.6260509946260802,181.01643376245886,False
2023-03-27,Desktop,Australia,Expansion Market,1776,70,7735.837286482006,0.6653038936338947,205.5745265029745,False
2023-03-27,Mobile,Australia,Expansion Market,2560,68,6523.170362882865,0.6408027123660494,103.5788013840039,False
2023-03-27,Tablet,Australia,Expansion Market,504,8,413.73083557015804,0.6285859982074329,69.51744158921194,False
2023-03-27,Desktop,Croatia,Primary Market,2050,93,12517.963591872187,0.5305509076240154,122.70002045099275,True
2023-03-27,Mobile,Croatia,Primary Market,2924,84,7675.2494499212235,0.37771649049108336,199.513410047907,True
2023-03-27,Tablet,Croatia,Primary Market,578,10,587.5359915042948,0.4440006419817169,156.85578471782424,True
2023-03-28,Desktop,Germany,Primary Market,409,19,2410.4086401714712,0.4548817946568448,147.17082647326745,True
2023-03-28,Mobile,Germany,Primary Market,616,12,1039.7850841979882,0.35413421003662315,252.22576594618445,True
2023-03-28,Tablet,Germany,Primary Market,106,1,69.01927986516378,0.4059738506990543,264.132386741536,True
2023-03-28,Desktop,Netherlands,Primary Market,1340,71,8611.874362364562,0.3546832806567133,292.66340688835726,True
2023-03-28,Mobile,Netherlands,Primary Market,1737,39,3446.5912074000935,0.31961773980498326,256.60055391105846,True
2023-03-28,Tablet,Netherlands,Primary Market,368,4,208.8008614295364,0.388612147787828,116.08346319114158,True
2023-03-28,Desktop,England,Primary Market,914,47,6121.169776165995,0.48414954140248456,84.30289718612764,True
2023-03-28,Mobile,England,Primary Market,1346,31,2303.469332420847,0.5654085804599079,72.27578256593289,True
2023-03-28,Tablet,England,Primary Market,255,3,208.25314635854303,0.43157062415301817,197.49003118395518,True
2023-03-28,Desktop,North America,Expansion Market,1143,53,5768.206619009574,0.5324273303126781,152.03765405277028,False
2023-03-28,Mobile,North America,Expansion Market,1867,54,4645.668948396276,0.6637474851143887,80.9971730693315,False
2023-03-28,Tablet,North America,Expansion Market,331,4,285.71305876522905,0.40292377630865644,272.4255052675379,False
2023-03-28,Desktop,Australia,Expansion Market,1289,58,7481.336564600677,0.6618133420646426,287.9309560471653,False
2023-03-28,Mobile,Australia,Expansion Market,2227,61,3917.8250280832967,0.5046740100638861,208.4566859364307,False
2023-03-28,Tablet,Australia,Expansion Market,388,6,411.994102262186,0.3433227940022319,254.42685110373486,False
2023-03-28,Desktop,Croatia,Primary Market,902,36,4452.647641089585,0.6074693444768189,269.6936774596602,True
2023-03-28,Mobile,Croatia,Primary Market,1352,30,2445.7964801052444,0.5597579557339392,230.99759479538835,True
2023-03-28,Tablet,Croatia,Primary Market,242,3,153.64304112347915,0.4476824266400432,73.00319646115912,True
2023-03-29,Desktop,Germany,Primary Market,1241,44,5879.482040875996,0.48132623887505543,144.6064322842443,True
2023-03-29,Mobile,Germany,Primary Market,1770,46,3944.4459965758047,0.5726948585265486,131.28895544157092,True
2023-03-29,Tablet,Germany,Primary Market,345,4,244.83319982994254,0.5422676469580763,285.8272187949904,True
2023-03-29,Desktop,Netherlands,Primary Market,984,49,4958.728581011008,0.4031193852242862,263.94026843244313,True
2023-03-29,Mobile,Netherlands,Primary Market,1470,37,2695.794387921571,0.609557507123925,136.52465025903496,True
2023-03-29,Tablet,Netherlands,Primary Market,274,4,239.32815873456093,0.6811157935025153,254.13004693347102,True
2023-03-29,Desktop,England,Primary Market,1628,75,8261.25739623792,0.49505356042552306,115.92986727786236,True
2023-03-29,Mobile,England,Primary Market,2380,69,6186.787710477913,0.6018694307430723,229.40167936813998,True
2023-03-29,Tablet,England,Primary Market,477,8,396.0609118306067,0.6001438529985021,157.6813126506123,True
2023-03-29,Desktop,North America,Expansion Market,390,18,2396.8763776568517,0.5413365734310909,158.1428693884297,False
2023-03-29,Mobile,North America,Expansion Market,578,12,863.4574081456215,0.5638305527169999,233.89522304448258,False
2023-03-29,Tablet,North America,Expansion Market,115,1,71.1230328603264,0.5164267287763776,227.3481456716552,False
2023-03-29,Desktop,Australia,Expansion Market,1881,80,10370.767045360646,0.30346317667144423,246.95726247106035,False
2023-03-29,Mobile,Australia,Expansion Market,2929,59,3795.8130109027697,0.52766199056874,189.67222177347395,False
2023-03-29,Tablet,Australia,Expansion Market,525,7,366.09356594216996,0.5654489700100161,263.7354143443591,False
2023-03-29,Desktop,Croatia,Primary Market,417,17,2120.3273070333785,0.4926272359601024,218.21784217935823,True
2023-03-29,Mobile,Croatia,Primary Market,569,16,1291.0811638228274,0.35311911518306893,189.91019057452553,True
2023-03-29,Tablet,Croatia,Primary Market,103,1,61.35916434322564,0.3242167389243776,136.6808024989038,True
2023-03-30,Desktop,Germany,Primary Market,1882,95,10580.68940547823,0.4098385959529966,172.36319742767276,True
2023-03-30,Mobile,Germany,Primary Market,2971,61,4445.915735231934,0.41240616764609694,200.01279161557227,True
2023-03-30,Tablet,Germany,Primary Market,619,8,546.7790289264935,0.6071107925106218,117.42580424008713,True
2023-03-30,Desktop,Netherlands,Primary Market,507,27,3253.0809090744415,0.5471712852158717,299.75633008086254,True
2023-03-30,Mobile,Netherlands,Primary Market,838,23,1705.639810557345,0.34749499753455315,166.77666103289658,True
2023-03-30,Tablet,Netherlands,Primary Market,158,2,111.94581800848725,0.5556899818162977,116.96815319772065,True
2023-03-30,Desktop,England,Primary Market,986,48,6604.9258903021855,0.639602841376991,299.0196613491841,True
2023-03-30,Mobile,England,Primary Market,1601,40,2929.352136443334,0.6664136113192103,119.70134053596813,True
2023-03-30,Tablet,England,Primary Market,276,4,228.10969290633335,0.4596848442527943,288.72564894544837,True
2023-03-30,Desktop,North America,Expansion Market,879,43,4801.464584326974,0.3873278155689518,284.745621989592,False
2023-03-30,Mobile,North America,Expansion Market,1327,37,2814.8379449323065,0.3431407965773942,193.2759872684989,False
2023-03-30,Tablet,North America,Expansion Market,272,4,198.46780206812414,0.5057077957049594,260.1591910212809,False
2023-03-30,Desktop,Australia,Expansion Market,478,19,2617.317255194221,0.6343204353698604,202.02906783977744,False
2023-03-30,Mobile,Australia,Expansion Market,741,20,1575.0312338066078,0.4874229211192198,233.11695736865468,False
2023-03-30,Tablet,Australia,Expansion Market,141,2,103.39075168866891,0.5876890770908756,256.57162380613437,False
2023-03-30,Desktop,Croatia,Primary Market,1656,78,9423.18831844075,0.42189789791591253,165.56391982401692,True
2023-03-30,Mobile,Croatia,Primary Market,2509,67,6268.890110952655,0.530725984960003,202.3847244707445,True
2023-03-30,Tablet,Croatia,Primary Market,484,8,385.18890410130643,0.5373314637501088,258.5104083662768,True
2023-03-31,Desktop,Germany,Primary Market,1232,50,6232.600493108585,0.5903289679035271,106.58439094994179,True
2023-03-31,Mobile,Germany,Primary Market,2087,42,3797.383428348351,0.4519800330944798,251.37877922337478,True
2023-03-31,Tablet,Germany,Primary Market,375,4,196.83826210765542,0.45486336400923116,228.82542023020255,True
2023-03-31,Desktop,Netherlands,Primary Market,1791,66,7243.213574265891,0.6571414257511488,80.23632464908704,True
2023-03-31,Mobile,Netherlands,Primary Market,2644,54,4544.152172462318,0.5134400383634548,60.39879383557327,True
2023-03-31,Tablet,Netherlands,Primary Market,503,6,368.33754826885314,0.5870849830286416,185.59923497896028,True
2023-03-31,Desktop,England,Primary Market,1228,47,6352.649750957253,0.6632766178725508,296.31591684691773,True
2023-03-31,Mobile,England,Primary Market,2126,61,5318.468942659822,0.5157013910702032,171.90005366957314,True
2023-03-31,Tablet,England,Primary Market,365,5,246.1209624479357,0.6794165828701172,284.70241325993857,True
2023-03-31,Desktop,North America,Expansion Market,1942,97,10726.150361706521,0.689443886275535,103.73898127156895,False
2023-03-31,Mobile,North America,Expansion Market,3077,91,6376.898059706091,0.44821070887246206,236.7179030469406,False
2023-03-31,Tablet,North America,Expansion Market,511,8,545.2702983854117,0.34116044337795604,142.71262898519066,False
2023-03-31,Desktop,Australia,Expansion Market,685,31,3990.2578161168294,0.351591925368812,215.21006583238335,False
2023-03-31,Mobile,Australia,Expansion Market,1040,24,1867.1900061172914,0.6732283908197422,198.2754791046722,False
2023-03-31,Tablet,Australia,Expansion Market,195,2,120.56358341901574,0.5066216312596286,205.4918577427333,False
2023-03-31,Desktop,Croatia,Primary Market,1961,97,11061.659846486355,0.4666917037068803,251.42464294981832,True
2023-03-31,Mobile,Croatia,Primary Market,3056,64,4143.708517136846,0.5811817027427073,131.20127593087196,True
2023-03-31,Tablet,Croatia,Primary Market,624,10,503.5436201907643,0.44335280699528073,113.46792218377414,True
2023-04-01,Desktop,Germany,Primary Market,1527,67,8947.36287694229,0.3535417887992923,294.886617432962,True
2023-04-01,Mobile,Germany,Primary Market,2248,65,4576.553699752151,0.4552113847826511,107.12503744865664,True
2023-04-01,Tablet,Germany,Primary Market,471,5,338.41301178894093,0.6853626620947288,209.49586496533996,True
2023-04-01,Desktop,Netherlands,Primary Market,1421,64,7363.423799051975,0.3362407120283998,179.94086017465906,True
2023-04-01,Mobile,Netherlands,Primary Market,1936,55,3753.871810270888,0.45281818199309054,186.49095407736644,True
2023-04-01,Tablet,Netherlands,Primary Market,344,5,353.8834155249148,0.6017952024659623,226.16153092385588,True
2023-04-01,Desktop,England,Primary Market,703,32,3909.0100782149275,0.4079560033923285,166.1631496218888,True
2023-04-01,Mobile,England,Primary Market,1119,27,2098.4681118770973,0.5520127012666608,245.84805108016772,True
2023-04-01,Tablet,England,Primary Market,200,2,111.20318121402374,0.6519595853606174,295.19136515220725,True
2023-04-01,Desktop,North America,Expansion Market,1981,100,10464.053686720084,0.4453280034588161,275.77768038911154,False
2023-04-01,Mobile,North America,Expansion Market,3033,64,4307.615974347177,0.6240353094338971,278.6837092981643,False
2023-04-01,Tablet,North America,Expansion Market,584,7,406.75355574308475,0.5647817095666047,131.94206766578816,False
2023-04-01,Desktop,Australia,Expansion Market,1381,68,8739.357451328997,0.3333589153775513,176.6138640870908,False
2023-04-01,Mobile,Australia,Expansion Market,2086,46,4267.436465810052,0.3318856684641108,246.6018458745818,False
2023-04-01,Tablet,Australia,Expansion Market,389,6,324.7531135021534,0.3078933634688668,194.97015248651306,False
2023-04-01,Desktop,Croatia,Primary Market,1863,98,13168.41429781984,0.6578138643958003,164.4378442003088,True
2023-04-01,Mobile,Croatia,Primary Market,3086,79,5288.787937295855,0.5769486099347076,147.84956031763846,True
2023-04-01,Tablet,Croatia,Primary Market,528,7,429.7804858011187,0.521613110802887,194.46350199428733,True
2023-04-02,Desktop,Germany,Primary Market,944,35,4250.734206893552,0.5973703600445732,185.53454021108473,True
2023-04-02,Mobile,Germany,Primary Market,1528,38,3012.3240411963166,0.5773059708599653,227.99722192373048,True
2023-04-02,Tablet,Germany,Primary Market,252,3,167.49248093989817,0.6502134318295373,205.8897476041535,True
2023-04-02,Desktop,Netherlands,Primary Market,1760,89,12795.855332129348,0.32714979704361014,256.32303586220644,True
2023-04-02,Mobile,Netherlands,Primary Market,2985,63,4037.8788815618113,0.5373975756711187,247.22624083976717,True
2023-04-02,Tablet,Netherlands,Primary Market,527,7,457.7292696299369,0.5058646980919725,164.2563049199913,True
2023-04-02,Desktop,England,Primary Market,1316,61,8636.580757142054,0.5254401981443845,95.61960209446369,True
2023-04-02,Mobile,England,Primary Market,1884,50,3440.151869846893,0.46373141278880925,254.40065709409507,True
2023-04-02,Tablet,England,Primary Market,359,5,268.6971265985045,0.42396527659841915,164.12010827121685,True
2023-04-02,Desktop,North America,Expansion Market,1337,70,9100.117616596297,0.5629120337536504,246.35253479107257,False
2023-04-02,Mobile,North America,Expansion Market,2143,58,4107.559219273238,0.510726231522774,189.04897611788496,False
2023-04-02,Tablet,North America,Expansion Market,385,5,336.6044262515654,0.6560781492526354,247.59201669150335,False
2023-04-02,Desktop,Australia,Expansion Market,1145,57,7068.066665874268,0.6466326940192818,130.7752229727716,False
2023-04-02,Mobile,Australia,Expansion Market,2030,60,4122.913533122108,0.3157012541298395,121.99195269806125,False
2023-04-02,Tablet,Australia,Expansion Market,377,6,409.0223280278971,0.5938998781662093,243.614289364087,False
2023-04-02,Desktop,Croatia,Primary Market,1058,52,7157.465111903014,0.507582764142965,235.143296954201,True
