date,country,location_type,mojo_integration,website_visitors,service_page_views,contact_form_views,contact_form_submits,qualified_leads,project_discussions,contracts_signed
2023-07-02,Croatia,Primary Market,True,3941,1974,977,296,128,43,17
2023-07-03,Germany,Primary Market,True,2805,1626,469,150,99,40,19
2023-07-03,Netherlands,Primary Market,True,3975,1741,389,116,47,27,5
2023-07-03,England,Primary Market,True,1159,768,224,82,24,16,4
2023-07-03,North America,Expansion Market,False,2845,1958,585,120,64,34,9
2023-07-03,Australia,Expansion Market,False,2324,1214,293,76,42,15,6
2023-07-03,Croatia,Primary Market,True,2534,1218,387,96,43,17,3
2023-07-04,Germany,Primary Market,True,2985,1936,730,311,184,66,14
2023-07-04,Netherlands,Primary Market,True,2064,1425,383,105,40,14,3
2023-07-04,England,Primary Market,True,1376,704,148,62,33,15,5
2023-07-04,North America,Expansion Market,False,2626,1739,481,138,73,29,9
2023-07-04,Australia,Expansion Market,False,3675,2567,1026,317,104,64,23
2023-07-04,Croatia,Primary Market,True,2961,1286,478,202,65,21,4
2023-07-05,Germany,Primary Market,True,815,361,162,60,36,14,6
2023-07-05,Netherlands,Primary Market,True,3473,1523,594,133,55,29,10
2023-07-05,England,Primary Market,True,3270,1851,772,154,47,16,6
2023-07-05,North America,Expansion Market,False,2597,1366,558,212,64,20,7
2023-07-05,Australia,Expansion Market,False,2359,1363,624,222,81,53,13
2023-07-05,Croatia,Primary Market,True,1029,708,241,78,30,12,5
2023-07-06,Germany,Primary Market,True,2859,1210,414,123,69,45,10
2023-07-06,Netherlands,Primary Market,True,3434,1679,416,120,63,25,5
2023-07-06,England,Primary Market,True,1537,1070,342,93,30,18,5
2023-07-06,North America,Expansion Market,False,2142,1046,488,125,68,39,17
2023-07-06,Australia,Expansion Market,False,3788,2113,716,284,96,34,16
2023-07-06,Croatia,Primary Market,True,3044,1585,490,140,84,46,13
2023-07-07,Germany,Primary Market,True,2810,1414,633,160,59,20,6
2023-07-07,Netherlands,Primary Market,True,854,397,118,42,13,8,2
2023-07-07,England,Primary Market,True,869,498,105,22,11,4,1
2023-07-07,North America,Expansion Market,False,1244,843,199,87,44,26,11
2023-07-07,Australia,Expansion Market,False,2814,1133,479,167,110,42,15
2023-07-07,Croatia,Primary Market,True,1257,863,269,72,25,16,7
2023-07-08,Germany,Primary Market,True,2415,1333,515,158,74,50,15
2023-07-08,Netherlands,Primary Market,True,1754,915,310,96,43,16,3
2023-07-08,England,Primary Market,True,3894,1596,549,143,87,29,10
2023-07-08,North America,Expansion Market,False,3528,2073,634,249,114,70,31
2023-07-08,Australia,Expansion Market,False,3915,2612,673,306,101,33,15
2023-07-08,Croatia,Primary Market,True,1560,951,362,79,37,11,2
2023-07-09,Germany,Primary Market,True,2243,1518,490,188,123,51,16
2023-07-09,Netherlands,Primary Market,True,3102,1803,465,177,93,35,11
2023-07-09,England,Primary Market,True,2386,956,217,94,55,35,16
2023-07-09,North America,Expansion Market,False,2498,1370,543,118,41,19,6
2023-07-09,Australia,Expansion Market,False,2256,903,374,179,97,62,16
2023-07-09,Croatia,Primary Market,True,573,368,135,28,18,7,2
2023-07-10,Germany,Primary Market,True,1654,720,158,38,22,11,3
2023-07-10,Netherlands,Primary Market,True,1308,646,261,59,41,15,6
2023-07-10,England,Primary Market,True,3851,1665,394,153,103,61,25
2023-07-10,North America,Expansion Market,False,3020,2088,971,372,191,85,19
2023-07-10,Australia,Expansion Market,False,2351,1230,397,169,99,35,8
2023-07-10,Croatia,Primary Market,True,1273,863,210,78,44,19,4
2023-07-11,Germany,Primary Market,True,2551,1206,270,117,65,27,9
2023-07-11,Netherlands,Primary Market,True,3871,1785,393,169,56,18,8
2023-07-11,England,Primary Market,True,1825,932,291,105,43,13,4
2023-07-11,North America,Expansion Market,False,3012,1996,404,149,49,31,12
2023-07-11,Australia,Expansion Market,False,2243,1134,445,219,97,61,13
2023-07-11,Croatia,Primary Market,True,1801,1219,375,110,72,38,12
2023-07-12,Germany,Primary Market,True,2158,906,267,125,43,16,6
2023-07-12,Netherlands,Primary Market,True,779,471,149,63,35,18,6
2023-07-12,England,Primary Market,True,3588,1781,860,203,99,69,26
2023-07-12,North America,Expansion Market,False,3807,2607,965,230,92,33,8
2023-07-12,Australia,Expansion Market,False,2792,1206,263,74,29,20,4
2023-07-12,Croatia,Primary Market,True,1083,527,117,33,21,14,3
2023-07-13,Germany,Primary Market,True,3889,1853,376,148,99,51,13
2023-07-13,Netherlands,Primary Market,True,629,310,120,30,16,5,1
2023-07-13,England,Primary Market,True,1051,598,289,96,65,45,15
2023-07-13,North America,Expansion Market,False,3138,1785,729,302,192,84,33
2023-07-13,Australia,Expansion Market,False,1986,824,172,75,34,21,8
2023-07-13,Croatia,Primary Market,True,2565,1325,606,302,139,43,14
2023-07-14,Germany,Primary Market,True,2800,1287,331,122,40,18,4
2023-07-14,Netherlands,Primary Market,True,2894,1681,767,259,125,64,14
2023-07-14,England,Primary Market,True,3787,1539,648,142,72,44,17
2023-07-14,North America,Expansion Market,False,2600,1462,688,162,92,30,8
2023-07-14,Australia,Expansion Market,False,3786,2068,860,200,95,64,24
2023-07-14,Croatia,Primary Market,True,1355,589,195,78,50,28,12
2023-07-15,Germany,Primary Market,True,2605,1099,374,141,47,23,7
2023-07-15,Netherlands,Primary Market,True,2181,1045,301,103,58,31,8
2023-07-15,England,Primary Market,True,3662,2148,784,383,163,55,22
2023-07-15,North America,Expansion Market,False,1898,805,292,103,68,40,13
2023-07-15,Australia,Expansion Market,False,1946,1108,265,103,44,19,8
2023-07-15,Croatia,Primary Market,True,3614,2097,786,385,141,69,15
2023-07-16,Germany,Primary Market,True,1819,1269,616,134,66,34,15
2023-07-16,Netherlands,Primary Market,True,3563,1503,672,241,84,26,8
2023-07-16,England,Primary Market,True,1302,675,164,61,39,25,6
2023-07-16,North America,Expansion Market,False,1079,720,247,54,32,21,8
2023-07-16,Australia,Expansion Market,False,3357,1365,565,247,131,49,11
2023-07-16,Croatia,Primary Market,True,978,551,260,99,66,26,10
2023-07-17,Germany,Primary Market,True,2932,1730,396,113,50,32,7
2023-07-17,Netherlands,Primary Market,True,686,285,130,40,13,6,2
2023-07-17,England,Primary Market,True,3011,1807,362,104,34,15,4
2023-07-17,North America,Expansion Market,False,1879,852,422,136,83,35,15
2023-07-17,Australia,Expansion Market,False,2556,1551,588,168,57,37,10
2023-07-17,Croatia,Primary Market,True,1852,1081,342,104,47,21,5
2023-07-18,Germany,Primary Market,True,2248,1032,247,66,24,7,2
2023-07-18,Netherlands,Primary Market,True,2621,1367,517,195,59,33,9
2023-07-18,England,Primary Market,True,1001,413,103,33,12,5,1
2023-07-18,North America,Expansion Market,False,1303,730,233,72,45,19,7
2023-07-18,Australia,Expansion Market,False,578,337,138,37,19,9,3
2023-07-18,Croatia,Primary Market,True,3700,1614,526,214,108,50,20
2023-07-19,Germany,Primary Market,True,1678,1172,244,74,25,10,3
2023-07-19,Netherlands,Primary Market,True,3158,1660,656,302,131,52,23
2023-07-19,England,Primary Market,True,748,431,145,29,12,7,3
2023-07-19,North America,Expansion Market,False,1899,992,427,161,73,25,9
2023-07-19,Australia,Expansion Market,False,3155,1762,472,113,55,17,5
2023-07-19,Croatia,Primary Market,True,1002,684,326,116,44,21,4
2023-07-20,Germany,Primary Market,True,833,349,147,71,23,15,5
2023-07-20,Netherlands,Primary Market,True,1732,815,200,62,29,12,4
2023-07-20,England,Primary Market,True,2021,1028,478,133,54,23,5
2023-07-20,North America,Expansion Market,False,2009,933,389,84,57,18,4
2023-07-20,Australia,Expansion Market,False,1702,969,254,65,25,15,3
2023-07-20,Croatia,Primary Market,True,2894,1764,558,257,124,47,9
2023-07-21,Germany,Primary Market,True,2880,1605,621,196,110,70,20
2023-07-21,Netherlands,Primary Market,True,1442,980,367,74,29,17,5
2023-07-21,England,Primary Market,True,2877,1296,415,104,41,23,10
2023-07-21,North America,Expansion Market,False,1047,606,152,50,17,10,3
2023-07-21,Australia,Expansion Market,False,1611,1007,300,124,75,45,12
2023-07-21,Croatia,Primary Market,True,1373,721,269,85,39,20,8
2023-07-22,Germany,Primary Market,True,3503,1581,567,279,119,52,16
2023-07-22,Netherlands,Primary Market,True,2398,1630,483,147,48,24,8
2023-07-22,England,Primary Market,True,2747,1331,582,191,72,25,12
2023-07-22,North America,Expansion Market,False,2434,1520,708,258,118,54,19
2023-07-22,Australia,Expansion Market,False,3314,1766,740,351,136,48,11
2023-07-22,Croatia,Primary Market,True,689,343,93,43,16,5,1
2023-07-23,Germany,Primary Market,True,2072,1273,620,208,68,41,15
2023-07-23,Netherlands,Primary Market,True,1956,1300,292,130,85,52,11
2023-07-23,England,Primary Market,True,2256,938,356,166,88,56,21
2023-07-23,North America,Expansion Market,False,2603,1366,328,140,61,22,8
2023-07-23,Australia,Expansion Market,False,1494,971,404,135,42,20,6
2023-07-23,Croatia,Primary Market,True,561,293,116,42,24,15,6
2023-07-24,Germany,Primary Market,True,3451,2263,708,333,218,78,17
2023-07-24,Netherlands,Primary Market,True,3410,1990,910,343,173,116,44
2023-07-24,England,Primary Market,True,2022,1266,285,132,51,21,5
2023-07-24,North America,Expansion Market,False,2552,1315,443,211,115,68,25
2023-07-24,Australia,Expansion Market,False,1557,648,130,47,26,9,2
2023-07-24,Croatia,Primary Market,True,3589,2474,1065,321,192,96,37
2023-07-25,Germany,Primary Market,True,1117,771,276,87,43,24,7
2023-07-25,Netherlands,Primary Market,True,566,394,151,33,17,6,2
2023-07-25,England,Primary Market,True,1008,425,199,80,41,12,4
2023-07-25,North America,Expansion Market,False,2450,1480,460,109,43,17,7
2023-07-25,Australia,Expansion Market,False,1147,537,215,90,46,24,10
2023-07-25,Croatia,Primary Market,True,742,460,128,60,20,11,4
2023-07-26,Germany,Primary Market,True,3341,1787,520,247,141,51,22
2023-07-26,Netherlands,Primary Market,True,3908,1870,592,160,107,48,20
2023-07-26,England,Primary Market,True,2906,1250,508,167,90,35,11
2023-07-26,North America,Expansion Market,False,3805,2560,1039,268,172,118,43
2023-07-26,Australia,Expansion Market,False,2810,1746,550,264,178,106,35
2023-07-26,Croatia,Primary Market,True,2002,1258,306,127,46,14,4
2023-07-27,Germany,Primary Market,True,1315,682,272,122,49,34,11
2023-07-27,Netherlands,Primary Market,True,2681,1846,906,417,195,84,17
2023-07-27,England,Primary Market,True,769,393,95,30,15,9,2
2023-07-27,North America,Expansion Market,False,1770,1007,365,138,69,32,8
2023-07-27,Australia,Expansion Market,False,3482,2158,692,203,61,34,8
2023-07-27,Croatia,Primary Market,True,2656,1591,639,305,135,52,20
2023-07-28,Germany,Primary Market,True,1269,813,354,125,56,29,12
2023-07-28,Netherlands,Primary Market,True,1276,521,108,51,26,16,6
2023-07-28,England,Primary Market,True,2226,1144,473,165,108,64,29
2023-07-28,North America,Expansion Market,False,3814,2192,1028,257,117,59,17
2023-07-28,Australia,Expansion Market,False,2733,1331,509,103,65,42,14
2023-07-28,Croatia,Primary Market,True,1815,981,339,69,35,11,3
2023-07-29,Germany,Primary Market,True,1467,669,276,118,63,40,14
2023-07-29,Netherlands,Primary Market,True,1795,1066,287,130,64,42,20
2023-07-29,England,Primary Market,True,1740,953,323,68,36,21,8
2023-07-29,North America,Expansion Market,False,1741,899,354,86,57,18,4
2023-07-29,Australia,Expansion Market,False,3414,1419,567,185,88,60,17
2023-07-29,Croatia,Primary Market,True,1016,507,177,68,34,17,4
2023-07-30,Germany,Primary Market,True,1868,1138,331,149,101,38,14
2023-07-30,Netherlands,Primary Market,True,1536,997,277,100,66,41,12
2023-07-30,England,Primary Market,True,1387,653,209,68,33,22,8
2023-07-30,North America,Expansion Market,False,3178,2201,1007,421,264,155,35
2023-07-30,Australia,Expansion Market,False,844,420,200,82,39,20,4
2023-07-30,Croatia,Primary Market,True,3552,2305,1148,534,170,92,42
2023-07-31,Germany,Primary Market,True,873,587,226,107,61,23,9
2023-07-31,Netherlands,Primary Market,True,3156,1576,423,178,92,37,9
2023-07-31,England,Primary Market,True,3722,1963,948,350,193,75,19
2023-07-31,North America,Expansion Market,False,3941,2751,794,179,94,40,16
2023-07-31,Australia,Expansion Market,False,1378,845,353,74,22,11,4
2023-07-31,Croatia,Primary Market,True,3657,2012,831,189,87,44,13
2023-08-01,Germany,Primary Market,True,1267,700,246,54,25,13,2
2023-08-01,Netherlands,Primary Market,True,2078,894,383,157,108,47,13
2023-08-01,England,Primary Market,True,2269,928,342,102,64,24,5
2023-08-01,North America,Expansion Market,False,2120,901,343,71,34,18,8
2023-08-01,Australia,Expansion Market,False,846,429,168,79,35,22,10
2023-08-01,Croatia,Primary Market,True,3994,2172,877,269,116,60,13
2023-08-02,Germany,Primary Market,True,3384,1972,492,155,85,27,11
2023-08-02,Netherlands,Primary Market,True,3326,2073,586,289,177,63,17
2023-08-02,England,Primary Market,True,2860,1527,497,195,85,30,14
2023-08-02,North America,Expansion Market,False,1474,1028,495,149,55,16,5
2023-08-02,Australia,Expansion Market,False,2320,1248,298,77,38,13,3
2023-08-02,Croatia,Primary Market,True,732,447,130,45,13,6,1
2023-08-03,Germany,Primary Market,True,3478,1855,419,195,104,65,23
2023-08-03,Netherlands,Primary Market,True,1712,994,249,104,42,20,7
2023-08-03,England,Primary Market,True,3296,1491,502,161,59,22,6
2023-08-03,North America,Expansion Market,False,745,342,154,42,22,9,3
2023-08-03,Australia,Expansion Market,False,2869,1822,439,153,78,47,14
2023-08-03,Croatia,Primary Market,True,1114,474,98,28,18,11,2
2023-08-04,Germany,Primary Market,True,2058,1423,382,131,75,25,5
2023-08-04,Netherlands,Primary Market,True,2374,1458,418,108,68,37,9
2023-08-04,England,Primary Market,True,1425,923,298,124,56,38,8
2023-08-04,North America,Expansion Market,False,3252,2159,825,191,72,23,10
2023-08-04,Australia,Expansion Market,False,3867,2293,867,232,104,55,12
2023-08-04,Croatia,Primary Market,True,3537,2031,854,246,171,105,48
2023-08-05,Germany,Primary Market,True,3338,1599,787,194,120,80,17
2023-08-05,Netherlands,Primary Market,True,2203,1474,608,235,131,44,12
2023-08-05,England,Primary Market,True,3465,2161,830,329,102,31,9
2023-08-05,North America,Expansion Market,False,2550,1747,550,168,65,29,11
2023-08-05,Australia,Expansion Market,False,1867,875,349,122,80,36,8
2023-08-05,Croatia,Primary Market,True,667,359,159,73,25,15,4
2023-08-06,Germany,Primary Market,True,2300,1109,292,117,47,26,6
2023-08-06,Netherlands,Primary Market,True,796,348,158,40,26,9,1
2023-08-06,England,Primary Market,True,3845,1822,472,147,92,42,9
2023-08-06,North America,Expansion Market,False,2289,1286,512,217,84,55,13
2023-08-06,Australia,Expansion Market,False,2269,1191,528,254,115,47,20
2023-08-06,Croatia,Primary Market,True,1393,768,248,60,23,7,1
2023-08-07,Germany,Primary Market,True,3313,1681,365,150,91,33,9
2023-08-07,Netherlands,Primary Market,True,3351,1517,423,176,75,40,17
2023-08-07,England,Primary Market,True,964,592,138,45,21,8,2
2023-08-07,North America,Expansion Market,False,2680,1076,258,93,60,33,12
2023-08-07,Australia,Expansion Market,False,2596,1693,729,297,149,59,22
2023-08-07,Croatia,Primary Market,True,3876,2455,701,174,118,56,12
2023-08-08,Germany,Primary Market,True,2619,1346,291,89,35,19,7
2023-08-08,Netherlands,Primary Market,True,2185,956,343,99,66,42,20
2023-08-08,England,Primary Market,True,3673,1722,636,184,119,68,25
2023-08-08,North America,Expansion Market,False,1768,1128,236,83,30,16,6
2023-08-08,Australia,Expansion Market,False,3608,2303,608,197,99,50,14
2023-08-08,Croatia,Primary Market,True,3863,1879,479,177,58,35,10
2023-08-09,Germany,Primary Market,True,1801,1260,495,175,95,63,22
2023-08-09,Netherlands,Primary Market,True,1726,1171,363,138,51,33,7
2023-08-09,England,Primary Market,True,1888,1144,555,232,99,56,14
2023-08-09,North America,Expansion Market,False,1794,878,177,71,25,8,2
2023-08-09,Australia,Expansion Market,False,1780,966,422,197,92,42,10
2023-08-09,Croatia,Primary Market,True,3724,1847,654,321,186,92,19
2023-08-10,Germany,Primary Market,True,1836,793,236,93,54,24,9
2023-08-10,Netherlands,Primary Market,True,1412,983,395,134,85,43,17
2023-08-10,England,Primary Market,True,2930,1316,425,99,65,39,18
2023-08-10,North America,Expansion Market,False,3554,1537,575,255,105,38,8
2023-08-10,Australia,Expansion Market,False,2916,1747,592,140,92,47,17
2023-08-10,Croatia,Primary Market,True,3994,2780,779,300,190,90,37
2023-08-11,Germany,Primary Market,True,2953,2025,435,118,42,24,4
2023-08-11,Netherlands,Primary Market,True,1118,541,226,58,40,20,9
2023-08-11,England,Primary Market,True,3074,1584,583,244,125,44,15
2023-08-11,North America,Expansion Market,False,2231,1002,440,197,91,55,15
2023-08-11,Australia,Expansion Market,False,1506,1016,452,132,46,27,10
2023-08-11,Croatia,Primary Market,True,584,311,62,18,10,6,2
2023-08-12,Germany,Primary Market,True,3133,2046,637,274,87,47,12
2023-08-12,Netherlands,Primary Market,True,2319,1183,439,144,94,39,16
2023-08-12,England,Primary Market,True,1361,768,186,58,31,10,4
2023-08-12,North America,Expansion Market,False,3860,2099,474,115,39,18,7
2023-08-12,Australia,Expansion Market,False,3746,2063,912,312,149,77,29
2023-08-12,Croatia,Primary Market,True,2689,1169,497,172,73,35,12
2023-08-13,Germany,Primary Market,True,3287,1413,553,178,77,36,11
2023-08-13,Netherlands,Primary Market,True,2054,1067,454,167,114,75,34
2023-08-13,England,Primary Market,True,3071,1548,509,140,60,20,7
2023-08-13,North America,Expansion Market,False,3816,1783,447,220,151,92,34
2023-08-13,Australia,Expansion Market,False,3065,1297,612,255,150,50,21
2023-08-13,Croatia,Primary Market,True,3579,1974,639,189,81,25,10
2023-08-14,Germany,Primary Market,True,3658,2424,524,161,107,61,16
2023-08-14,Netherlands,Primary Market,True,2681,1562,449,193,100,60,16
2023-08-14,England,Primary Market,True,1667,792,300,64,31,21,9
2023-08-14,North America,Expansion Market,False,2829,1748,789,264,183,72,24
2023-08-14,Australia,Expansion Market,False,3937,2534,1076,513,177,62,12
2023-08-14,Croatia,Primary Market,True,1139,554,275,69,44,23,6
2023-08-15,Germany,Primary Market,True,598,369,136,66,34,14,5
2023-08-15,Netherlands,Primary Market,True,1137,696,234,69,47,29,7
2023-08-15,England,Primary Market,True,1282,552,113,45,17,5,1
2023-08-15,North America,Expansion Market,False,696,304,105,31,18,12,4
2023-08-15,Australia,Expansion Market,False,3424,1959,924,232,82,26,8
2023-08-15,Croatia,Primary Market,True,1868,989,278,114,65,31,7
2023-08-16,Germany,Primary Market,True,3331,2303,1102,240,76,46,21
2023-08-16,Netherlands,Primary Market,True,1915,1173,358,165,90,53,13
2023-08-16,England,Primary Market,True,3490,2212,760,336,169,74,26
2023-08-16,North America,Expansion Market,False,1716,1105,420,178,94,42,18
2023-08-16,Australia,Expansion Market,False,675,327,146,38,23,7,1
2023-08-16,Croatia,Primary Market,True,1771,1109,491,171,83,49,13
2023-08-17,Germany,Primary Market,True,2266,1430,496,129,78,48,21
2023-08-17,Netherlands,Primary Market,True,2788,1300,283,84,56,34,7
2023-08-17,England,Primary Market,True,1115,656,209,62,38,15,3
2023-08-17,North America,Expansion Market,False,1176,630,237,47,24,9,3
2023-08-17,Australia,Expansion Market,False,2413,1040,212,84,25,10,4
2023-08-17,Croatia,Primary Market,True,1436,992,332,70,28,17,5
2023-08-18,Germany,Primary Market,True,1971,1015,431,190,132,47,11
2023-08-18,Netherlands,Primary Market,True,812,353,144,39,20,9,4
2023-08-18,England,Primary Market,True,2722,1277,332,113,62,28,12
2023-08-18,North America,Expansion Market,False,3576,1618,647,218,68,32,13
2023-08-18,Australia,Expansion Market,False,3947,1580,633,277,184,71,17
2023-08-18,Croatia,Primary Market,True,2976,1667,385,92,59,18,6
2023-08-19,Germany,Primary Market,True,3020,1822,830,217,148,95,33
2023-08-19,Netherlands,Primary Market,True,3273,2127,907,387,234,101,44
2023-08-19,England,Primary Market,True,560,231,57,12,6,2,0
2023-08-19,North America,Expansion Market,False,3652,1920,753,159,47,22,10
2023-08-19,Australia,Expansion Market,False,3481,2245,837,364,202,100,39
2023-08-19,Croatia,Primary Market,True,3338,2049,458,132,67,33,7
2023-08-20,Germany,Primary Market,True,2006,1058,271,108,38,16,7
2023-08-20,Netherlands,Primary Market,True,2596,1628,705,194,83,36,15
2023-08-20,England,Primary Market,True,3651,2214,780,306,163,57,15
2023-08-20,North America,Expansion Market,False,1924,1046,341,71,35,12,3
2023-08-20,Australia,Expansion Market,False,1193,661,262,56,26,9,3
2023-08-20,Croatia,Primary Market,True,3845,2510,757,207,119,56,23
2023-08-21,Germany,Primary Market,True,1812,1194,496,189,83,55,19
2023-08-21,Netherlands,Primary Market,True,1587,1016,236,67,22,9,2
2023-08-21,England,Primary Market,True,1262,517,188,87,37,24,11
2023-08-21,North America,Expansion Market,False,1587,956,201,43,18,9,3
2023-08-21,Australia,Expansion Market,False,2211,1249,612,268,139,62,30
2023-08-21,Croatia,Primary Market,True,1805,1039,491,116,41,15,6
2023-08-22,Germany,Primary Market,True,2899,1847,603,215,131,61,14
2023-08-22,Netherlands,Primary Market,True,1340,752,313,132,40,27,10
2023-08-22,England,Primary Market,True,3738,2526,834,384,199,87,36
2023-08-22,North America,Expansion Market,False,3572,1595,379,186,92,42,12
2023-08-22,Australia,Expansion Market,False,3804,2658,933,349,215,137,36
2023-08-22,Croatia,Primary Market,True,2890,1874,896,392,274,172,43
2023-08-23,Germany,Primary Market,True,2773,1243,497,181,79,48,10
2023-08-23,Netherlands,Primary Market,True,657,292,94,35,23,15,5
2023-08-23,England,Primary Market,True,3090,2126,813,210,96,59,23
2023-08-23,North America,Expansion Market,False,3103,2097,565,199,84,50,21
2023-08-23,Australia,Expansion Market,False,2482,1090,249,119,46,14,3
2023-08-23,Croatia,Primary Market,True,1741,1163,413,91,31,11,3
2023-08-24,Germany,Primary Market,True,3172,1333,663,184,59,30,9
2023-08-24,Netherlands,Primary Market,True,542,280,97,24,15,7,2
2023-08-24,England,Primary Market,True,556,311,143,66,30,9,2
2023-08-24,North America,Expansion Market,False,2661,1133,231,69,47,30,14
2023-08-24,Australia,Expansion Market,False,3547,2368,535,128,41,22,7
2023-08-24,Croatia,Primary Market,True,3170,1513,379,100,47,18,7
2023-08-25,Germany,Primary Market,True,2438,1363,461,107,43,27,6
2023-08-25,Netherlands,Primary Market,True,631,286,82,38,15,10,3
2023-08-25,England,Primary Market,True,3607,1878,611,196,79,50,18
2023-08-25,North America,Expansion Market,False,2680,1083,535,194,120,78,21
2023-08-25,Australia,Expansion Market,False,1238,670,240,112,74,35,17
2023-08-25,Croatia,Primary Market,True,2071,1065,312,77,25,14,3
2023-08-26,Germany,Primary Market,True,3648,1724,848,246,91,39,14
2023-08-26,Netherlands,Primary Market,True,2046,1419,432,180,122,59,28
2023-08-26,England,Primary Market,True,1150,624,212,70,25,11,4
2023-08-26,North America,Expansion Market,False,1453,599,271,97,38,12,5
2023-08-26,Australia,Expansion Market,False,2936,1551,564,135,45,15,4
2023-08-26,Croatia,Primary Market,True,1718,874,421,200,114,40,11
2023-08-27,Germany,Primary Market,True,1554,1085,536,174,82,49,10
2023-08-27,Netherlands,Primary Market,True,3287,1794,490,152,51,19,8
2023-08-27,England,Primary Market,True,1461,655,185,45,27,13,5
2023-08-27,North America,Expansion Market,False,3874,2507,828,281,91,42,13
2023-08-27,Australia,Expansion Market,False,3008,1435,507,214,105,35,14
2023-08-27,Croatia,Primary Market,True,1960,1046,283,116,51,35,9
2023-08-28,Germany,Primary Market,True,914,383,154,45,19,8,1
2023-08-28,Netherlands,Primary Market,True,3473,1423,427,190,108,43,19
2023-08-28,England,Primary Market,True,2775,1889,535,212,136,55,12
2023-08-28,North America,Expansion Market,False,2716,1599,616,188,115,50,15
2023-08-28,Australia,Expansion Market,False,1364,856,378,107,57,21,9
2023-08-28,Croatia,Primary Market,True,2082,1333,271,134,80,33,6
2023-08-29,Germany,Primary Market,True,2804,1299,504,199,96,60,28
2023-08-29,Netherlands,Primary Market,True,3058,1879,904,348,123,71,15
2023-08-29,England,Primary Market,True,554,385,120,48,31,18,4
2023-08-29,North America,Expansion Market,False,2024,1230,594,237,93,59,16
2023-08-29,Australia,Expansion Market,False,3541,2325,1076,272,128,59,19
2023-08-29,Croatia,Primary Market,True,3602,2188,443,220,98,60,29
2023-08-30,Germany,Primary Market,True,3313,1873,664,267,173,57,15
2023-08-30,Netherlands,Primary Market,True,2756,1655,702,206,129,70,27
2023-08-30,England,Primary Market,True,1981,1021,298,89,50,22,8
2023-08-30,North America,Expansion Market,False,3100,2089,718,328,135,85,30
2023-08-30,Australia,Expansion Market,False,3064,1289,578,218,88,60,12
2023-08-30,Croatia,Primary Market,True,3653,1678,573,266,170,86,38
2023-08-31,Germany,Primary Market,True,2821,1484,536,107,58,31,15
2023-08-31,Netherlands,Primary Market,True,804,483,166,71,39,22,8
2023-08-31,England,Primary Market,True,3168,1482,562,151,101,69,22
2023-08-31,North America,Expansion Market,False,981,447,134,48,20,9,2
2023-08-31,Australia,Expansion Market,False,2418,1152,551,248,136,69,27
2023-08-31,Croatia,Primary Market,True,1997,1051,314,136,66,28,11
2023-09-01,Germany,Primary Market,True,1955,963,348,157,100,45,15
2023-09-01,Netherlands,Primary Market,True,2391,1396,383,85,59,41,8
2023-09-01,England,Primary Market,True,3527,2361,624,133,80,36,11
2023-09-01,North America,Expansion Market,False,3878,2656,1277,339,123,77,33
2023-09-01,Australia,Expansion Market,False,2631,1768,880,186,97,36,7
2023-09-01,Croatia,Primary Market,True,2369,1372,659,220,95,48,21
2023-09-02,Germany,Primary Market,True,1496,805,193,68,35,12,3
2023-09-02,Netherlands,Primary Market,True,1038,682,298,113,66,34,15
2023-09-02,England,Primary Market,True,3087,1462,554,194,78,23,5
2023-09-02,North America,Expansion Market,False,2420,1223,393,139,62,28,10
2023-09-02,Australia,Expansion Market,False,2340,1619,755,171,55,31,14
2023-09-02,Croatia,Primary Market,True,899,463,222,51,15,8,1
2023-09-03,Germany,Primary Market,True,1772,930,259,87,48,31,8
2023-09-03,Netherlands,Primary Market,True,3312,1529,373,146,99,62,27
2023-09-03,England,Primary Market,True,1601,1054,409,117,49,29,9
2023-09-03,North America,Expansion Market,False,878,504,173,68,39,20,6
2023-09-03,Australia,Expansion Market,False,3523,1712,763,254,125,47,21
2023-09-03,Croatia,Primary Market,True,2830,1965,468,145,55,26,12
2023-09-04,Germany,Primary Market,True,1211,801,186,49,21,10,4
2023-09-04,Netherlands,Primary Market,True,3001,1951,909,315,188,68,27
2023-09-04,England,Primary Market,True,788,536,263,53,35,22,8
2023-09-04,North America,Expansion Market,False,3343,2320,1037,469,312,95,20
2023-09-04,Australia,Expansion Market,False,524,335,69,29,18,9,3
2023-09-04,Croatia,Primary Market,True,2048,947,393,131,52,29,11
2023-09-05,Germany,Primary Market,True,1691,751,283,67,26,16,4
2023-09-05,Netherlands,Primary Market,True,1619,856,272,58,38,17,6
2023-09-05,England,Primary Market,True,2868,1316,315,64,29,13,6
2023-09-05,North America,Expansion Market,False,3209,1792,889,223,138,66,32
2023-09-05,Australia,Expansion Market,False,2169,1245,393,124,62,40,12
2023-09-05,Croatia,Primary Market,True,2799,1129,434,166,114,55,15
2023-09-06,Germany,Primary Market,True,1504,781,267,68,39,21,5
2023-09-06,Netherlands,Primary Market,True,1966,981,270,86,39,25,6
2023-09-06,England,Primary Market,True,3902,2120,609,170,107,60,27
2023-09-06,North America,Expansion Market,False,2528,1754,352,128,59,32,10
2023-09-06,Australia,Expansion Market,False,687,314,148,58,31,11,5
2023-09-06,Croatia,Primary Market,True,567,299,69,25,17,8,1
2023-09-07,Germany,Primary Market,True,2184,1453,639,184,103,58,27
2023-09-07,Netherlands,Primary Market,True,1104,682,194,79,24,9,3
