date,country,location_type,sessions,users,pageviews,revenue,organic_traffic,paid_traffic,sessions_ma_7d,sessions_ma_30d
2023-08-10,Croatia,Primary Market,2720,2067,5250,73424.4799474312,1233,1487,2946.4285714285716,2749.7
2023-08-10,England,Primary Market,386,292,776,13906.958254374771,175,211,1793.5714285714287,2000.5666666666666
2023-08-10,Germany,Primary Market,4730,3406,10164,127446.54121548976,2378,2352,4665.714285714285,4756.1
2023-08-10,Netherlands,Primary Market,2507,1909,5022,51672.41708137851,1382,1125,2393.285714285714,2960.233333333333
2023-08-10,North America,Expansion Market,2158,1626,4121,67352.37662303567,1026,1132,3125.5714285714284,3120.4
2023-08-11,Australia,Expansion Market,1627,1294,2963,50710.77635078812,922,705,2411.8571428571427,2002.3333333333333
2023-08-11,Croatia,Primary Market,1292,1032,3781,52343.644100350146,651,641,2734.285714285714,2713.4333333333334
2023-08-11,England,Primary Market,739,655,1802,14258.086824078851,393,346,1757.0,1951.4333333333334
2023-08-11,Germany,Primary Market,3467,2769,9558,139952.50725502416,1851,1616,4612.428571428572,4740.133333333333
2023-08-11,Netherlands,Primary Market,3981,3282,7494,86953.0165496587,2078,1903,2461.285714285714,3019.0666666666666
2023-08-11,North America,Expansion Market,3115,2477,5855,115679.88243253915,1513,1602,3035.714285714286,3127.0333333333333
2023-08-12,Australia,Expansion Market,1829,1515,3133,52687.296005408534,786,1043,2218.4285714285716,2020.6333333333334
2023-08-12,Croatia,Primary Market,3827,3237,8746,90070.69957134651,1819,2008,2867.714285714286,2770.633333333333
2023-08-12,England,Primary Market,1007,813,2077,35430.038316139755,560,447,1478.857142857143,1940.3666666666666
2023-08-12,Germany,Primary Market,3684,3013,8218,134677.30168555345,2059,1625,4024.714285714286,4645.066666666667
2023-08-12,Netherlands,Primary Market,5098,4107,12801,208232.49793544956,2374,2724,2935.285714285714,3124.0666666666666
2023-08-12,North America,Expansion Market,3767,3104,8321,136599.2503415149,1930,1837,3059.0,3145.4666666666667
2023-08-13,Australia,Expansion Market,1129,832,2374,48518.19749305762,563,566,1960.7142857142858,1971.6
2023-08-13,Croatia,Primary Market,4183,3168,8952,152720.39334215713,2034,2149,3083.285714285714,2819.9
2023-08-13,England,Primary Market,513,425,803,11741.6927190443,296,217,1092.142857142857,1900.3
2023-08-13,Germany,Primary Market,5674,4336,12209,146538.20521027694,2792,2882,4380.714285714285,4696.033333333334
2023-08-13,Netherlands,Primary Market,4690,3698,9650,166153.1065010935,2367,2323,3270.0,3173.3333333333335
2023-08-13,North America,Expansion Market,4740,3864,9069,163867.01571497443,2558,2182,2986.8571428571427,3144.2
2023-08-14,Australia,Expansion Market,2563,2036,6754,81590.25235452612,1318,1245,2142.285714285714,2003.0666666666666
2023-08-14,Croatia,Primary Market,1109,916,2114,40044.019634777535,539,570,2815.8571428571427,2783.633333333333
2023-08-14,England,Primary Market,2373,1764,6636,84448.5732826991,1088,1285,1131.857142857143,1905.6
2023-08-14,Germany,Primary Market,2673,2144,6109,116532.0704633586,1477,1196,4392.857142857143,4608.4
2023-08-14,Netherlands,Primary Market,1762,1429,3657,30361.589718242816,813,949,3252.5714285714284,3125.6666666666665
2023-08-14,North America,Expansion Market,3782,2806,8760,119554.79724301113,1800,1982,3207.4285714285716,3115.2
2023-08-15,Australia,Expansion Market,2629,2197,5843,73657.14547162502,1413,1216,2145.285714285714,1991.1
2023-08-15,Croatia,Primary Market,1694,1471,3686,70526.99932731544,822,872,2644.5714285714284,2764.3333333333335
2023-08-15,England,Primary Market,1761,1374,3568,85982.35374079325,796,965,1263.857142857143,1940.8666666666666
2023-08-15,Germany,Primary Market,3917,2954,9669,119815.15580309031,1940,1977,4320.571428571428,4621.866666666667
2023-08-15,Netherlands,Primary Market,3062,2325,6731,99176.24081728724,1471,1591,3545.285714285714,3102.6666666666665
2023-08-15,North America,Expansion Market,1649,1312,3291,29052.427109851335,834,815,3179.4285714285716,3072.733333333333
2023-08-16,Australia,Expansion Market,1808,1563,3362,53949.66191625899,972,836,2160.8571428571427,1995.4333333333334
2023-08-16,Croatia,Primary Market,2530,2161,5771,79043.46928701203,1312,1218,2479.285714285714,2744.8333333333335
2023-08-16,England,Primary Market,3122,2515,7428,84346.00547151663,1552,1570,1414.4285714285713,1970.5333333333333
2023-08-16,Germany,Primary Market,2826,2338,6857,63104.082097042905,1397,1429,3853.0,4590.466666666666
2023-08-16,Netherlands,Primary Market,2658,2183,5997,84955.46992471674,1320,1338,3394.0,3098.5333333333333
2023-08-16,North America,Expansion Market,3102,2432,6538,88168.17779118818,1547,1555,3187.5714285714284,3048.4666666666667
2023-08-17,Australia,Expansion Market,2527,2058,5055,79144.83647954318,1331,1196,2016.0,2000.5
2023-08-17,Croatia,Primary Market,2526,1987,5104,64799.603898397894,1308,1218,2451.5714285714284,2716.0333333333333
2023-08-17,England,Primary Market,409,301,778,17006.339032596872,224,185,1417.7142857142858,1907.7666666666667
2023-08-17,Germany,Primary Market,4689,3555,11881,115242.91365157216,2069,2620,3847.1428571428573,4587.266666666666
2023-08-17,Netherlands,Primary Market,3264,2679,6487,76438.8714556517,1551,1713,3502.1428571428573,3090.9333333333334
2023-08-17,North America,Expansion Market,2686,2103,6653,79487.08970413523,1326,1360,3263.0,3083.8333333333335
2023-08-18,Australia,Expansion Market,2283,1691,5129,54341.408187230176,1123,1160,2109.714285714286,2021.2
2023-08-18,Croatia,Primary Market,3332,2674,8246,105161.99511029768,1569,1763,2743.0,2751.633333333333
2023-08-18,England,Primary Market,1978,1559,4416,71885.44445453605,1154,824,1594.7142857142858,1917.5333333333333
2023-08-18,Germany,Primary Market,2252,1714,5745,96539.78409978937,1176,1076,3673.5714285714284,4520.633333333333
2023-08-18,Netherlands,Primary Market,4504,3787,10020,112945.80662999139,2015,2489,3576.8571428571427,3113.4666666666667
2023-08-18,North America,Expansion Market,1529,1247,2800,43167.12256872615,704,825,3036.4285714285716,3053.766666666667
2023-08-19,Australia,Expansion Market,2267,1851,6027,60268.34693211138,1230,1037,2172.285714285714,2015.4
2023-08-19,Croatia,Primary Market,4382,3613,11178,140450.78295376588,1896,2486,2822.285714285714,2833.5333333333333
2023-08-19,England,Primary Market,2376,1875,5291,63645.191270834155,1121,1255,1790.2857142857142,1932.0333333333333
2023-08-19,Germany,Primary Market,4658,3771,10595,99285.62047377377,2337,2321,3812.714285714286,4530.166666666667
2023-08-19,Netherlands,Primary Market,1888,1382,2899,52290.61681374344,1032,856,3118.285714285714,3081.9
2023-08-19,North America,Expansion Market,2544,2068,4656,84858.7028614442,1360,1184,2861.714285714286,3032.3
2023-08-20,Australia,Expansion Market,4248,3286,8750,151612.38406356564,2088,2160,2617.8571428571427,2108.366666666667
2023-08-20,Croatia,Primary Market,2452,1900,6380,65454.680184058954,1326,1126,2575.0,2875.6666666666665
2023-08-20,England,Primary Market,1327,992,3502,26362.12137516942,638,689,1906.5714285714287,1889.2666666666667
2023-08-20,Germany,Primary Market,4979,4008,14316,102787.67474130404,2491,2488,3713.4285714285716,4555.9
2023-08-20,Netherlands,Primary Market,1994,1630,4293,69809.76687241104,1031,963,2733.1428571428573,3006.0666666666666
2023-08-20,North America,Expansion Market,4223,3526,9694,135806.07847655343,1958,2265,2787.8571428571427,3064.9333333333334
2023-08-21,Australia,Expansion Market,1383,1025,3495,58548.92078815715,792,591,2449.285714285714,2079.3333333333335
2023-08-21,Croatia,Primary Market,1594,1269,3686,63698.892901011226,860,734,2644.285714285714,2846.8333333333335
2023-08-21,England,Primary Market,1955,1440,5413,63446.52807088896,817,1138,1846.857142857143,1865.1
2023-08-21,Germany,Primary Market,3643,3040,8616,103619.73655062495,1756,1887,3852.0,4352.2
2023-08-21,Netherlands,Primary Market,3034,2447,6418,105697.59150359525,1507,1527,2914.8571428571427,2939.8
2023-08-21,North America,Expansion Market,2309,1900,5234,92225.31392645244,1269,1040,2577.4285714285716,3071.9666666666667
2023-08-22,Australia,Expansion Market,3041,2452,6282,67899.13780379825,1501,1540,2508.1428571428573,2120.1666666666665
2023-08-22,Croatia,Primary Market,2954,2420,6118,101249.5900050541,1523,1431,2824.285714285714,2760.4666666666667
2023-08-22,England,Primary Market,1541,1251,3461,32837.7875197634,742,799,1815.4285714285713,1811.6333333333334
2023-08-22,Germany,Primary Market,6300,4846,13162,197032.80380599192,2812,3488,4192.428571428572,4313.133333333333
2023-08-22,Netherlands,Primary Market,2181,1824,5355,63237.91030475427,1015,1166,2789.0,2837.4333333333334
2023-08-22,North America,Expansion Market,3424,2780,6399,106843.42343392475,1664,1760,2831.0,3058.0
2023-08-23,Australia,Expansion Market,2239,1782,4419,83522.3818489481,1226,1013,2569.714285714286,2136.6
2023-08-23,Croatia,Primary Market,3094,2348,7749,110737.55037563386,1611,1483,2904.8571428571427,2806.633333333333
2023-08-23,England,Primary Market,700,531,1409,14931.455680166342,332,368,1469.4285714285713,1739.6666666666667
2023-08-23,Germany,Primary Market,6119,4850,13482,174326.4663420944,2945,3174,4662.857142857143,4389.266666666666
2023-08-23,Netherlands,Primary Market,2033,1686,4610,78962.53085653322,1092,941,2699.714285714286,2858.1
2023-08-23,North America,Expansion Market,1345,1097,3391,55653.69710835208,643,702,2580.0,3042.4333333333334
2023-08-24,Australia,Expansion Market,2164,1814,4574,32183.671684145218,1133,1031,2517.8571428571427,2145.3
2023-08-24,Croatia,Primary Market,4207,3176,8851,119023.54177101281,2386,1821,3145.0,2857.9333333333334
2023-08-24,England,Primary Market,1017,819,2246,38882.87298221256,476,541,1556.2857142857142,1745.8
2023-08-24,Germany,Primary Market,4668,3988,9762,140729.36362898842,2286,2382,4659.857142857143,4451.166666666667
2023-08-24,Netherlands,Primary Market,4244,3248,10103,78911.54449366037,1935,2309,2839.714285714286,2902.3333333333335
2023-08-24,North America,Expansion Market,2195,1588,4168,54416.433678413596,1157,1038,2509.8571428571427,2997.3333333333335
2023-08-25,Australia,Expansion Market,851,679,1919,19783.550144823676,438,413,2313.285714285714,2131.3
2023-08-25,Croatia,Primary Market,2183,1662,4146,49901.316461060895,930,1253,2980.8571428571427,2832.733333333333
2023-08-25,England,Primary Market,2051,1742,5837,44600.69822198158,1107,944,1566.7142857142858,1714.9333333333334
2023-08-25,Germany,Primary Market,4236,3452,8551,129358.76944070384,2123,2113,4943.285714285715,4440.166666666667
2023-08-25,Netherlands,Primary Market,2769,2053,5889,89008.7835956096,1485,1284,2591.8571428571427,2938.2
2023-08-25,North America,Expansion Market,2786,2253,5569,88497.75095292958,1294,1492,2689.4285714285716,3026.8333333333335
2023-08-26,Australia,Expansion Market,2940,2439,7386,75863.70990147951,1463,1477,2409.4285714285716,2178.4
2023-08-26,Croatia,Primary Market,4956,3880,11416,148274.438923841,2804,2152,3062.8571428571427,2882.4666666666667
2023-08-26,England,Primary Market,790,596,1735,32595.214795714368,422,368,1340.142857142857,1698.8333333333333
2023-08-26,Germany,Primary Market,6900,5333,14100,95535.84025573055,3305,3595,5263.571428571428,4501.133333333333
2023-08-26,Netherlands,Primary Market,3039,2573,6329,112568.9990968314,1569,1470,2756.285714285714,2923.366666666667
2023-08-26,North America,Expansion Market,3915,3014,8316,119308.22120323128,1954,1961,2885.285714285714,3060.266666666667
2023-08-27,Australia,Expansion Market,4212,3284,10122,87485.42245118754,1807,2405,2404.285714285714,2270.6666666666665
2023-08-27,Croatia,Primary Market,3673,2878,6412,164499.6740693018,1975,1698,3237.285714285714,2961.733333333333
2023-08-27,England,Primary Market,2145,1770,5728,67370.96248855683,1009,1136,1457.0,1708.9333333333334
2023-08-27,Germany,Primary Market,7091,5951,16455,211024.6010371989,3583,3508,5565.285714285715,4585.633333333333
2023-08-27,Netherlands,Primary Market,3830,2905,8073,106607.84606854245,1987,1843,3018.5714285714284,2977.9333333333334
2023-08-27,North America,Expansion Market,3857,3052,9127,116351.26922195707,2182,1675,2833.0,3089.2
2023-08-28,Australia,Expansion Market,2064,1748,4583,57618.30522549093,1181,883,2501.5714285714284,2254.6666666666665
2023-08-28,Croatia,Primary Market,1895,1375,4555,74525.93775911018,968,927,3280.285714285714,2921.633333333333
2023-08-28,England,Primary Market,1834,1419,3248,43661.91932919387,886,948,1439.7142857142858,1651.5
2023-08-28,Germany,Primary Market,4940,3824,10562,143033.52747062358,2731,2209,5750.571428571428,4605.233333333334
2023-08-28,Netherlands,Primary Market,3596,3086,7964,118554.09675627845,1832,1764,3098.8571428571427,2950.0666666666666
2023-08-28,North America,Expansion Market,3115,2528,7527,74933.66794635242,1475,1640,2948.1428571428573,3033.766666666667
2023-08-29,Australia,Expansion Market,1784,1497,3605,53260.63246689913,944,840,2322.0,2213.9666666666667
2023-08-29,Croatia,Primary Market,3583,2863,8339,98985.9319577332,1949,1634,3370.1428571428573,2842.633333333333
2023-08-29,England,Primary Market,925,765,2122,12250.423745435688,474,451,1351.7142857142858,1610.6666666666667
2023-08-29,Germany,Primary Market,1787,1361,4123,41261.243459884754,995,792,5105.857142857143,4504.733333333334
2023-08-29,Netherlands,Primary Market,2645,2099,6040,104714.39194727511,1467,1178,3165.1428571428573,2867.633333333333
2023-08-29,North America,Expansion Market,2822,2330,6659,53331.5778447644,1472,1350,2862.1428571428573,2936.8
2023-08-30,Australia,Expansion Market,2059,1740,4850,41347.686503974284,954,1105,2296.285714285714,2243.3
2023-08-30,Croatia,Primary Market,3450,2751,5685,130147.66975534428,1689,1761,3421.0,2908.9666666666667
2023-08-30,England,Primary Market,1694,1409,3067,62600.296343303,836,858,1493.7142857142858,1612.7
2023-08-30,Germany,Primary Market,2862,2188,6845,96615.03470207847,1315,1547,4640.571428571428,4452.166666666667
2023-08-30,Netherlands,Primary Market,3710,3011,6751,141606.13229819428,1775,1935,3404.714285714286,2954.1
2023-08-30,North America,Expansion Market,1856,1569,3706,45912.21001725062,910,946,2935.1428571428573,2940.233333333333
2023-08-31,Australia,Expansion Market,1760,1452,4247,60443.058573859955,912,848,2238.5714285714284,2278.766666666667
2023-08-31,Croatia,Primary Market,1806,1502,5196,45152.51067366956,762,1044,3078.0,2885.266666666667
2023-08-31,England,Primary Market,2309,1708,5292,75241.22392627872,1069,1240,1678.2857142857142,1632.7666666666667
2023-08-31,Germany,Primary Market,4313,3339,8604,123522.11773804449,2198,2115,4589.857142857143,4473.9
2023-08-31,Netherlands,Primary Market,3886,3129,7991,85138.56467411673,2011,1875,3353.5714285714284,3014.8
2023-08-31,North America,Expansion Market,3735,2870,7549,134116.18986723977,1883,1852,3155.1428571428573,2965.5333333333333
2023-09-01,Australia,Expansion Market,943,754,2187,36348.884765216884,464,479,2251.714285714286,2240.733333333333
2023-09-01,Croatia,Primary Market,1770,1266,4142,68544.56156484847,814,956,3019.0,2837.9333333333334
2023-09-01,England,Primary Market,1155,846,3005,40057.07388021468,542,613,1550.2857142857142,1613.9
2023-09-01,Germany,Primary Market,3299,2671,7351,98822.75256531057,1709,1590,4456.0,4431.433333333333
2023-09-01,Netherlands,Primary Market,1710,1430,3497,51846.64894550464,829,881,3202.285714285714,2987.9333333333334
2023-09-01,North America,Expansion Market,1632,1398,3406,40946.19398528382,782,850,2990.285714285714,2951.5333333333333
2023-09-02,Australia,Expansion Market,1061,829,2783,33322.249684578,597,464,1983.2857142857142,2221.4
2023-09-02,Croatia,Primary Market,2234,1736,5686,70656.52876638528,1113,1121,2630.1428571428573,2845.0333333333333
2023-09-02,England,Primary Market,1931,1379,5389,48950.94890475133,857,1074,1713.2857142857142,1606.9
2023-09-02,Germany,Primary Market,4366,3395,11199,145540.00010465103,2086,2280,4094.0,4400.1
2023-09-02,Netherlands,Primary Market,2135,1624,4269,38363.02971015658,1050,1085,3073.1428571428573,2948.866666666667
2023-09-02,North America,Expansion Market,2640,2154,6440,55167.97019511052,1350,1290,2808.1428571428573,2954.9
2023-09-03,Australia,Expansion Market,1740,1488,3806,47732.31710900506,923,817,1630.142857142857,2213.5666666666666
2023-09-03,Croatia,Primary Market,1670,1377,3891,49566.77072733293,784,886,2344.0,2808.133333333333
2023-09-03,England,Primary Market,419,335,986,13499.96302117789,180,239,1466.7142857142858,1587.7
2023-09-03,Germany,Primary Market,1675,1346,3851,43551.66858694909,775,900,3320.285714285714,4327.933333333333
2023-09-03,Netherlands,Primary Market,1564,1253,3227,41941.27778569589,712,852,2749.4285714285716,2884.1666666666665
2023-09-03,North America,Expansion Market,1541,1172,3321,31818.93223427538,739,802,2477.285714285714,2881.4666666666667
2023-09-04,Australia,Expansion Market,1386,1080,3632,52173.7904814363,680,706,1533.2857142857142,2153.6666666666665
2023-09-04,Croatia,Primary Market,1471,1115,3174,51622.93612217661,643,828,2283.4285714285716,2760.733333333333
2023-09-04,England,Primary Market,995,708,1803,47010.68329961305,455,540,1346.857142857143,1522.4
2023-09-04,Germany,Primary Market,4053,3189,9701,119754.05996238775,1957,2096,3193.5714285714284,4203.1
2023-09-04,Netherlands,Primary Market,1300,1017,2638,25626.659671908736,615,685,2421.4285714285716,2868.1666666666665
2023-09-04,North America,Expansion Market,1280,1011,2514,41842.21682217359,628,652,2215.1428571428573,2804.0
2023-09-05,Australia,Expansion Market,1940,1513,5153,72163.95645753802,1030,910,1555.5714285714287,2120.5666666666666
2023-09-05,Croatia,Primary Market,1690,1312,3644,44561.67032118743,747,943,2013.0,2727.9333333333334
2023-09-05,England,Primary Market,1895,1511,4173,41715.68696437331,1046,849,1485.4285714285713,1478.2333333333333
2023-09-05,Germany,Primary Market,2153,1813,4873,71231.06696495209,1006,1147,3245.8571428571427,4168.8
2023-09-05,Netherlands,Primary Market,1268,1037,2406,32647.052529699857,614,654,2224.714285714286,2832.2
2023-09-05,North America,Expansion Market,1510,1252,3073,39804.420672145694,759,751,2027.7142857142858,2679.5
2023-09-06,Australia,Expansion Market,1700,1432,4383,69577.74086840569,807,893,1504.2857142857142,2134.1666666666665
2023-09-06,Croatia,Primary Market,1179,889,2470,26306.679745034562,649,530,1688.5714285714287,2667.866666666667
2023-09-06,England,Primary Market,1464,1175,3569,46643.27792972406,730,734,1452.5714285714287,1457.2
2023-09-06,Germany,Primary Market,2114,1659,4502,40135.06274807789,961,1153,3139.0,4153.0
2023-09-06,Netherlands,Primary Market,1674,1280,4065,56934.13090891673,747,927,1933.857142857143,2825.2
2023-09-06,North America,Expansion Market,1039,771,2048,29938.48591953783,552,487,1911.0,2639.5333333333333
2023-09-07,Australia,Expansion Market,761,605,1679,19684.79644916064,407,354,1361.5714285714287,2072.6
2023-09-07,Croatia,Primary Market,1667,1277,3619,54535.07792569103,909,758,1668.7142857142858,2627.0
2023-09-07,England,Primary Market,370,293,667,16751.193715494926,176,194,1175.5714285714287,1441.6333333333334
2023-09-07,Germany,Primary Market,2457,2070,6206,64649.81294535962,1278,1179,2873.8571428571427,4087.4666666666667
2023-09-07,Netherlands,Primary Market,1268,1047,3126,26845.380366135116,567,701,1559.857142857143,2833.7
2023-09-07,North America,Expansion Market,1622,1257,3871,48771.55726863025,829,793,1609.142857142857,2632.1
2023-09-08,Australia,Expansion Market,1369,1040,2474,24536.76638656489,674,695,1422.4285714285713,2061.6
2023-09-08,Croatia,Primary Market,1078,925,2442,42532.843694480725,507,571,1569.857142857143,2540.0333333333333
2023-09-08,England,Primary Market,1121,833,1960,43695.2570348103,488,633,1170.7142857142858,1410.0666666666666
2023-09-08,Germany,Primary Market,3792,3045,8683,127869.42242076482,2045,1747,2944.285714285714,4010.5666666666666
2023-09-08,Netherlands,Primary Market,2340,1849,4889,41383.70652498609,1185,1155,1649.857142857143,2787.8
2023-09-08,North America,Expansion Market,2536,2040,5655,71897.27940276204,1088,1448,1738.2857142857142,2615.133333333333
2023-09-09,Australia,Expansion Market,1604,1168,3450,62757.821621427174,846,758,1500.0,1997.0333333333333
2023-09-09,Croatia,Primary Market,2282,1815,5504,53520.205686631125,1250,1032,1576.7142857142858,2525.4333333333334
2023-09-09,England,Primary Market,2070,1777,4452,31543.17412094631,1023,1047,1190.5714285714287,1466.2
2023-09-09,Germany,Primary Market,3609,3015,8434,103107.99595124682,1789,1820,2836.1428571428573,3973.2
2023-09-09,Netherlands,Primary Market,1616,1216,3820,47495.32513679357,747,869,1575.7142857142858,2758.1
2023-09-09,North America,Expansion Market,1279,953,2570,24995.572124708786,574,705,1543.857142857143,2585.8333333333335
2023-09-10,Australia,Expansion Market,2147,1680,4413,54424.24472031825,1027,1120,1558.142857142857,2014.3666666666666
2023-09-10,Croatia,Primary Market,1244,1044,2944,47894.75877867181,572,672,1515.857142857143,2523.8333333333335
2023-09-10,England,Primary Market,1121,884,2390,44148.894411643094,593,528,1290.857142857143,1478.9333333333334
2023-09-10,Germany,Primary Market,3140,2548,6874,108646.58315519599,1723,1417,3045.4285714285716,3962.3
2023-09-10,Netherlands,Primary Market,3389,2695,6902,99778.05249497846,1957,1432,1836.4285714285713,2738.366666666667
2023-09-10,North America,Expansion Market,1773,1379,3566,41388.847842843745,908,865,1577.0,2541.1
2023-09-11,Australia,Expansion Market,1036,842,2455,27509.316907892564,470,566,1508.142857142857,1987.9333333333334
2023-09-11,Croatia,Primary Market,2437,1963,5601,77642.18360486593,1153,1284,1653.857142857143,2477.5
2023-09-11,England,Primary Market,1262,1060,2591,31102.60102494884,671,591,1329.0,1487.4333333333334
2023-09-11,Germany,Primary Market,3102,2519,6063,122717.39087338909,1514,1588,2909.5714285714284,3942.9
2023-09-11,Netherlands,Primary Market,2165,1782,5532,60790.69768577478,1033,1132,1960.0,2640.6
2023-09-11,North America,Expansion Market,1482,1167,3545,42927.28388808149,712,770,1605.857142857143,2464.9333333333334
2023-09-12,Australia,Expansion Market,1323,1086,2733,41058.98476693254,695,628,1420.0,1994.4
2023-09-12,Croatia,Primary Market,1225,953,2770,41292.12497234355,522,703,1587.4285714285713,2378.9
2023-09-12,England,Primary Market,1069,786,2345,31554.33805802888,529,540,1211.0,1505.9666666666667
2023-09-12,Germany,Primary Market,4266,3283,8150,101899.14483333896,1995,2271,3211.4285714285716,3895.9666666666667
2023-09-12,Netherlands,Primary Market,1444,1244,3063,61448.87598126751,707,737,1985.142857142857,2532.4
2023-09-12,North America,Expansion Market,1374,1137,2854,39151.94547004786,671,703,1586.4285714285713,2352.733333333333
2023-09-13,Australia,Expansion Market,1663,1299,3027,39573.67295317362,881,782,1414.7142857142858,1964.4
2023-09-13,Croatia,Primary Market,1421,1157,3251,49969.73415187403,714,707,1622.0,2389.3
2023-09-13,England,Primary Market,1379,1129,3158,43639.99185705272,707,672,1198.857142857143,1472.8333333333333
2023-09-13,Germany,Primary Market,1633,1306,3839,62637.64027293794,775,858,3142.714285714286,3861.3
2023-09-13,Netherlands,Primary Market,950,810,2323,29424.858125295563,488,462,1881.7142857142858,2505.3333333333335
2023-09-13,North America,Expansion Market,1865,1393,4105,57823.348550374896,855,1010,1704.4285714285713,2288.8333333333335
2023-09-14,Australia,Expansion Market,989,753,2703,40979.512049762714,494,495,1447.2857142857142,1909.7333333333333
2023-09-14,Croatia,Primary Market,2296,1912,5640,55624.77467010729,1122,1174,1711.857142857143,2409.366666666667
2023-09-14,England,Primary Market,916,688,1810,13382.891954847186,428,488,1276.857142857143,1444.6666666666667
2023-09-14,Germany,Primary Market,2535,2169,5721,76382.58634465754,1355,1180,3153.8571428571427,3815.233333333333
2023-09-14,Netherlands,Primary Market,1845,1467,4758,43329.819481228784,957,888,1964.142857142857,2464.766666666667
2023-09-14,North America,Expansion Market,1570,1263,3908,55486.010355425955,754,816,1697.0,2286.2
2023-09-15,Australia,Expansion Market,782,584,1389,21736.086958388532,347,435,1363.4285714285713,1875.5333333333333
2023-09-15,Croatia,Primary Market,755,610,1784,18001.776798080664,373,382,1665.7142857142858,2350.2
2023-09-15,England,Primary Market,1361,1028,2966,36281.10334557677,670,691,1311.142857142857,1385.9666666666667
2023-09-15,Germany,Primary Market,1923,1465,3660,65935.50963686583,887,1036,2886.8571428571427,3785.133333333333
2023-09-15,Netherlands,Primary Market,1905,1539,3860,63440.886238298786,960,945,1902.0,2439.6666666666665
2023-09-15,North America,Expansion Market,1659,1302,3606,42106.51950244661,819,840,1571.7142857142858,2238.1
2023-09-16,Australia,Expansion Market,2114,1579,4055,90330.42644786448,1080,1034,1436.2857142857142,1861.7666666666667
2023-09-16,Croatia,Primary Market,2412,1964,5099,48341.426461904375,1218,1194,1684.2857142857142,2346.4
2023-09-16,England,Primary Market,1430,1063,3065,45797.9167615028,645,785,1219.7142857142858,1420.0
2023-09-16,Germany,Primary Market,3671,2876,8217,110015.90601828645,1794,1877,2895.714285714286,3751.2
2023-09-16,Netherlands,Primary Market,2175,1701,4379,73176.20945335372,1014,1161,1981.857142857143,2403.366666666667
2023-09-16,North America,Expansion Market,2495,1933,4900,93897.84671123061,1206,1289,1745.4285714285713,2231.733333333333
2023-09-17,Australia,Expansion Market,1628,1326,3973,41520.25934487229,760,868,1362.142857142857,1839.9333333333334
2023-09-17,Croatia,Primary Market,2217,1645,5566,84495.78451242288,1126,1091,1823.2857142857142,2309.233333333333
2023-09-17,England,Primary Market,1053,890,2102,36490.95699392396,565,488,1210.0,1389.1666666666667
2023-09-17,Germany,Primary Market,3571,2898,6573,80828.33915216479,1764,1807,2957.285714285714,3795.1666666666665
2023-09-17,Netherlands,Primary Market,2433,2024,6465,60679.53537670239,1172,1261,1845.2857142857142,2334.3333333333335
2023-09-17,North America,Expansion Market,2860,2244,5486,67657.10638177063,1453,1407,1900.7142857142858,2276.1
2023-09-18,Australia,Expansion Market,1115,870,2894,24760.905011356757,576,539,1373.4285714285713,1801.5333333333333
2023-09-18,Croatia,Primary Market,451,359,1019,15182.591726973455,229,222,1539.5714285714287,2178.2
2023-09-18,England,Primary Market,1100,959,3190,26413.728852792017,580,520,1186.857142857143,1346.6333333333334
2023-09-18,Germany,Primary Market,1526,1271,3529,46135.943896477576,787,739,2732.1428571428573,3690.766666666667
2023-09-18,Netherlands,Primary Market,1905,1437,3624,65227.87542401796,941,964,1808.142857142857,2334.9
2023-09-18,North America,Expansion Market,1151,977,2585,34356.69115732268,500,651,1853.4285714285713,2229.6666666666665
2023-09-19,Australia,Expansion Market,711,576,1622,16186.902319749606,318,393,1286.0,1683.6333333333334
2023-09-19,Croatia,Primary Market,1177,991,3246,29150.1085030268,556,621,1532.7142857142858,2135.7
2023-09-19,England,Primary Market,1314,1147,2955,47336.632014977156,628,686,1221.857142857143,1346.2
2023-09-19,Germany,Primary Market,2148,1842,5663,53880.75422260454,1004,1144,2429.5714285714284,3596.4
2023-09-19,Netherlands,Primary Market,1503,1104,2531,45691.17832718398,623,880,1816.5714285714287,2318.5333333333333
2023-09-19,North America,Expansion Market,1172,931,2379,38331.34220445096,577,595,1824.5714285714287,2127.9666666666667
2023-09-20,Australia,Expansion Market,855,726,1953,16089.164153351627,429,426,1170.5714285714287,1666.0333333333333
2023-09-20,Croatia,Primary Market,1433,1128,4024,36174.06048244334,734,699,1534.4285714285713,2130.3333333333335
2023-09-20,England,Primary Market,161,123,368,7521.720050516717,83,78,1047.857142857143,1286.4
2023-09-20,Germany,Primary Market,2966,2323,6775,86230.4800032418,1477,1489,2620.0,3573.8333333333335
2023-09-20,Netherlands,Primary Market,1287,1003,2367,47091.40231843793,719,568,1864.7142857142858,2260.3
2023-09-20,North America,Expansion Market,2540,2154,5510,89550.91256681742,1218,1322,1921.0,2135.6666666666665
2023-09-21,Australia,Expansion Market,1511,1278,2672,32808.444798496224,768,743,1245.142857142857,1615.0333333333333
2023-09-21,Croatia,Primary Market,1567,1334,4033,22912.12513664897,722,845,1430.2857142857142,2084.1
2023-09-21,England,Primary Market,1553,1224,3952,33791.70459299826,858,695,1138.857142857143,1286.8
2023-09-21,Germany,Primary Market,3307,2568,6629,120941.4005626571,1770,1537,2730.285714285714,3474.0666666666666
